title,mantra,number
Katha Upanishad,"त्रिणाचिकेतस्त्रिभिरेत्य सन्धिं त्रिकर्मकृत्तरति जन्ममृत्यू ।,ब्रह्मजज्ञं देवमीड्यं विदित्वा निचाय्येमा्ँशान्तिमत्यन्तमेति ।। 1.1.17 ।।",।। 1.1.17 ।।
Katha Upanishad,"त्रिणाचिकेतस्त्रयमेतद् विदित्वा य एवं विद्वा्ँश्चिनुते नाचिकेतम् ।,स मृत्युपाशान् पुरतः प्रणोद्य शोकातिगो मोदते स्वर्गलोके ।। 1.1.18 ।।",।। 1.1.18 ।।
Katha Upanishad,"एष तेऽग्निर्नचिकेतः स्वर्ग्यो यमवृणीथा द्वितीयेन वरेण ।,एतमग्निं तवैव प्रवक्ष्यन्ति जनासस्तृतीयं वरं नचिकेतो वृणीष्व ।। 1.1.19 ।।",।। 1.1.19 ।।
Katha Upanishad,"येयं प्रेते विचिकित्सा मनुष्येऽस्तीत्येके नायमस्तीतिं चैके ।,एतद् विद्यामनुशिष्टस्त्वयाऽहं वराणामेष वरस्तृतीयः ।। 1.1.20 ।।",।। 1.1.20 ।।
Katha Upanishad,"देवैरत्रापि विचिकित्सितं पुरा न हि सुविज्ञेयमणुरेष धर्मः ।,अन्यं वरं नचिकेतो वृणीष्व मा मोपरोत्सीरति मा सृजैनम् ।। 1.1.21 ।।",।। 1.1.21 ।।
Katha Upanishad,"देवैरत्रापि विचिकित्सितं किल त्वं च मृत्यो यन्न सुविज्ञेयमात्थ ।,वक्ता चास्य त्वादृगन्यो न लभ्यो नान्यो वरस्तुल्य एतस्य कश्चित् ।। 1.1.22 ।।",।। 1.1.22 ।।
Katha Upanishad,"शतायुषः पुत्रपौत्रान् वृणीष्व बहून् पशून् हस्तिहिरण्यमश्वान् ।,भूमेर्महदायतनं वृणीष्व स्वयं च जीव शरदो यावदिच्छसि ।। 1.1.23 ।।",।। 1.1.23 ।।
Katha Upanishad,"एतत्तुल्यं यदि मन्यसे वरं वृणीष्व वित्तं चिरजीविकां च ।,महाभूमौ नचिकेतस्त्वमेधि कामानां त्वा कामभाजं करोमि ।। 1.1.24 ।।",।। 1.1.24 ।।
Katha Upanishad,"ये ये कामा दुर्लभा मर्त्यलोके सर्वान् कामा्ँश्छन्दतः प्रार्थयस्व ।,इमा रामाः सरथाः सतूर्या न हीदृशा लम्भनीया मनुष्यैः ।,आभिर्मत्प्रत्ताभिः परिचारयस्व नचिकेतो मरणं माऽनुप्राक्षीः ।। 1.1.25 ।।",।। 1.1.25 ।।
Katha Upanishad,"श्वोभावा मर्त्यस्य यदन्तकैतत् सर्वेन्द्रियाणां जरयन्ति तेजः ।,अपि सर्वं जीवितमल्पमेव तवैव वाहास्तव नृत्यगीते ।। 1.1.26 ।।",।। 1.1.26 ।।
Katha Upanishad,"न वित्तेन तर्पणीयो मनुष्यो लप्स्यामहे वित्तमद्राक्ष्म चेत्त्वा ।,जीविष्यामो यावदीशिष्यसि त्वं वरस्तु मे वरणीयः स एव ।। 1.1.27 ।।",।। 1.1.27 ।।
Katha Upanishad,"अजीर्यताममृतानामुपेत्य जीर्यन् मर्त्यः क्वधःस्थः प्रजानन् ।,अभिध्यायन् वर्णरतिप्रमोदानतिदीर्घे जीविते को रमेत ।। 1.1.28 ।।",।। 1.1.28 ।।
Katha Upanishad,"यस्मिन्निदं विचिकित्सन्ति मृत्यो यत् सांपराये महति ब्रूहि नस्तत् ।,योऽयं वरो गूढमनुप्रविष्टो नान्यं तस्मान्नचिकेता वृणीते ।। 1.1.29 ।।,               ।। इति प्रथमेऽध्याये प्रथमा वल्ली ।।		",।। इति प्रथमेऽध्याये प्रथमा वल्ली ।।
Katha Upanishad,"अन्यच्छ्रेयोऽन्यदुतैव प्रेयस्ते उभे नानार्थे पुरुष्ँसिनीतः ।,तयोः श्रेय आददानस्य साधुर्भवति हीयतेऽर्थाद्य उ प्रेयो वृणीते ।। 1.2.1 ।।",।। 1.2.1 ।।
Katha Upanishad,"श्रेयश्च प्रेयश्च मनुष्यमेतस्तौ संपरीत्य विविनक्ति धीरः ।,श्रेयो हि धीरोऽभि प्रेयसो वृणीते प्रेयो मन्दो योगक्षेमाद्वृणीते ।। 1.2.2 ।।",।। 1.2.2 ।।
Katha Upanishad,"स त्वं प्रियान् प्रियरूपा्ँश्च कामानभिध्यायन् नचिकेतोऽत्यस्राक्षीः ।,नैता्ँ सृङ्कां वित्तमयीमवाप्तो यस्यां मज्जन्ति बहवो मनुष्याः ।। 1.2.3 ।।",।। 1.2.3 ।।
Katha Upanishad,"दूरमेते विपरीते विषूची अविद्या या च विद्येति ज्ञाता ।,विद्याभीप्सिनं नचिकेतसं मन्ये न त्वा कामा बहवोऽलोलुपन्त ।। 1.2.4 ।।",।। 1.2.4 ।।
Katha Upanishad,"अविद्यायामन्तरे वर्तमानाः स्वयं धीराः पण्डितंमन्यमानाः ।,दन्द्रम्यमाणाः परियन्ति मूढा अन्धेनैव नीयमाना यथाऽन्धाः ।। 1.2.5 ।।",।। 1.2.5 ।।
Katha Upanishad,"न सांपरायः प्रतिभाति बालं प्रमाद्यन्तं वित्तमोहेन मूढं ।,अयं लोको नास्ति पर इति मानी पुनः पुनवर्शमापद्यते मे ।। 1.2.6 ।।",।। 1.2.6 ।।
Katha Upanishad,"श्रवणायापि बहुभिर्यो न लभ्यः श्रृण्वन्तोऽपि बहवो यं न विद्युः ।,आश्चर्यो वक्ता कुशलोऽस्य लब्धाऽऽश्चर्यो ज्ञाता कुशलानुशिष्टः ।। 1.2.7 ।।",।। 1.2.7 ।।
Katha Upanishad,"न नरेणावरेण प्रोक्त एष सुविज्ञेयो बहुधा चिन्त्यमानः ।,अनन्यप्रोक्ते गतिरत्र नास्त्यणीयान् ह्यतर्क्यमणु प्रमाणात् ।। 1.2.8 ।।",।। 1.2.8 ।।
Katha Upanishad,"नैषा तर्केण मतिरापनेया प्रोक्ताऽन्येनैव सुज्ञानाय प्रेष्ठ ।,यां त्वमापः सत्यधृतिर्बतासि त्वादृङ्नो भूयान्नचिकेतः प्रष्टा ।। 1.2.9 ।।",।। 1.2.9 ।।
Katha Upanishad,"जानाम्यह्ँशेवधिरित्यनित्यं न ह्यध्रुवैः प्राप्यते हि ध्रुवं तत् ।,ततो मया नचिकेतश्चितोऽग्निरनित्यैर्द्रव्यैः प्राप्तवानस्मि नित्यम् ।। 1.2.10 ।।",।। 1.2.10 ।।
Katha Upanishad,"कामस्याप्तिं जगतः प्रतिष्ठां क्रतोरानन्त्यमभयस्य पारम् ।,स्तोमं महदुरुगायं प्रतिष्ठां दृष्ट्वा धृत्या धीरो नचिकेतोऽत्यस्राक्षीः ।। 1.2.11 ।।",।। 1.2.11 ।।
Katha Upanishad,"तं दुर्दर्शं गूढमनुप्रविष्टं गुहाहितं गह्वरेष्ठं पुराणम् ।,अध्यात्मयोगाधिगमेन देवं मत्वा धीरो हर्षशोकौ जहाति ।। 1.2.12 ।।",।। 1.2.12 ।।
Katha Upanishad,"एतच्छ्रुत्वा संपरिगृह्य मर्त्यः प्रवृह्य धर्म्यमणुमेतमाप्य ।,स मोदते मोदनीय्ँहि लब्ध्वा विवृत्ँ सद्म नचिकेतसं मन्ये ।। 1.2.13 ।।",।। 1.2.13 ।।
Katha Upanishad,"अन्यत्र धर्मादन्यत्राधर्मादन्यत्रास्मात् कृताकृतात् ।,अन्यत्र भूताच्च भव्याच्च यत् तत्पश्यसि तद् वद ।। 1.2.14 ।।",।। 1.2.14 ।।
Katha Upanishad,"सर्वे वेदा यत् पदमामनन्ति तपा्ँसि सर्वाणि च यद् वदन्ति ।,यदिच्छन्तो ब्रह्मचर्यं चरन्ति तत् ते पद्ँ संग्रहेण ब्रवीम्योमित्येतत् ।। 1.2.15 ।।",।। 1.2.15 ।।
Katha Upanishad,"एतद्ध्येवाक्षरं ब्रह्म एतद्ध्येवाक्षरं परं ।,एतद्ध्येवाक्षरं ज्ञात्वा यो यदिच्छति तस्य तत् ।। 1.2.16 ।।",।। 1.2.16 ।।
Katha Upanishad,"एतदालम्बन्ँ श्रेष्ठमेतदालम्बनं परम् ।,एतदालम्बनं ज्ञात्वा ब्रह्मलोके महीयते ।। 1.2.17 ।।",।। 1.2.17 ।।
Katha Upanishad,"न जायते म्रियते वा विपश्चिन्नायं कुतश्चिन्न बभूव कश्चित् ।,अजो नित्यः शाश्वतोऽयं पुराणो न हन्यते हन्यमाने शरीरे ।। 1.2.18 ।।",।। 1.2.18 ।।
Katha Upanishad,"हन्ता चेन्मन्यते हन्तु्ँ हतश्चेन्मन्यते हतम् ।,उभौ तौ न विजानीतो नाय्ँ हन्ति न हन्यते ।। 1.2.19 ।।",।। 1.2.19 ।।
Katha Upanishad,"अणोरणीयान् महतो महीयानात्माऽस्य जन्तोर्निहितो गुहायाम् ।,तमक्रतुः पश्यति वीतशोको धातुप्रसादान्महिमानमात्मनः ।। 1.2.20 ।।",।। 1.2.20 ।।
Katha Upanishad,"आसीनो दूरं व्रजति शयानो याति सर्वतः ।,कस्तं मदामदं देवं मदन्यो ज्ञातुमर्हति ।। 1.2.21 ।।",।। 1.2.21 ।।
Katha Upanishad,"अशरीर्ँ शरीरेष्वनवस्थेष्ववस्थिम् ।,महान्तं विभुमात्मानं मत्वा धीरो न शोचति ।। 1.2.22 ।।",।। 1.2.22 ।।
Katha Upanishad,"नायमात्मा प्रवचनेन लभ्यो न मेधया न बहुना श्रुतेन ।,यमेवैष वृणुते तेन लभ्यस्तस्यैष आत्मा विवृणुते तनू्ँस्वाम् ।। 1.2.23 ।।",।। 1.2.23 ।।
Katha Upanishad,"नाविरतो दुश्चरितान्नाशान्तो नासमाहितः ।,नाशान्तमानसो वाऽपि प्रज्ञानेनैनमाप्नुयात् ।। 1.2.24 ।।",।। 1.2.24 ।।
Katha Upanishad,"यस्य ब्रह्म च क्षत्रं च उभे भवत ओदनः ।,मृत्युर्यस्योपसेचनं क इत्था वेद यत्र सः ।। 1.2.25 ।।,।। इति प्रथमेऽध्याये द्वितीया वल्ली ।। ",।। इति प्रथमेऽध्याये द्वितीया वल्ली ।।
Katha Upanishad,"ऋतं पिबन्तौ सुकृतस्य लोके गुहां प्रविष्टौ परमे परार्धे ।,छायातपौ ब्रह्मविदो वदन्ति पञ्चाग्नयो ये च त्रिणाचिकेताः ।। 1.3.1 ।।",।। 1.3.1 ।।
Katha Upanishad,"यः सेतुरीजानानामक्षरं ब्रह्म यत्परम् ।,अभयं तितीर्षतां पारं नाचिकेत्ँ शकेमहि ।। 1.3.2 ।।",।। 1.3.2 ।।
Katha Upanishad,"आत्मान्ँ रथिनं विद्धि शरीर्ँ रथमेव तु ।,बुद्धिं तु सारथिं विद्धि मनः प्रग्रहमेव च ।। 1.3.3 ।।",।। 1.3.3 ।।
Katha Upanishad,"इन्द्रियाणि हयानाहुर्विषया्ँ स्तेषु गोचरान् ।,आत्मेन्द्रियमनोयुक्तं भोक्तेत्याहुर्मनीषिणः ।। 1.3.4 ।।",।। 1.3.4 ।।
Katha Upanishad,"यस्त्वविज्ञानवान् भवत्ययुक्तेन मनसा सदा ।,तस्येन्द्रियाण्यवश्यानि दुष्टाश्वा इव सारथेः ।। 1.3.5 ।।",।। 1.3.5 ।।
Katha Upanishad,"यस्तु विज्ञानवान् भवति युक्तेन मनसा सदा ।,तस्येन्द्रियाणि वश्यानि सदश्वा इव सारथेः ।। 1.3.6 ।।",।। 1.3.6 ।।
Katha Upanishad,"यस्त्वविज्ञानवान् भवत्यमनस्कः सदाऽशुचिः ।,न स तत् पदमाप्नोति संसारं चाधिगच्छति ।। 1.3.7 ।।",।। 1.3.7 ।।
Katha Upanishad,"यस्तु विज्ञानवान् भवति समनस्कः सदा शुचिः ।,स तु तत् पदमाप्नोति यस्माद्भूयो न जायते ।। 1.3.8 ।। ",।। 1.3.8 ।।
Katha Upanishad,"विज्ञानसारथिर्यस्तु मनःप्रग्रहवान् नरः ।,सोऽध्वनः पारमाप्नोति तद्विष्णोः परमं पदम् ।। 1.3.9 ।।",।। 1.3.9 ।।
Katha Upanishad,"इन्द्रियेभ्यः परा ह्यर्था अर्थेभ्यश्च परं मनः ।,मनसस्तु परा बुद्धिर्बुद्धेरात्मा महान् परः ।। 1.3.10 ।।",।। 1.3.10 ।।
Katha Upanishad,"महतः परमव्यक्तमव्यक्तात् पुरुषः परः ।,पुरुषान्न परं किंचित् सा काष्ठा सा परा गतिः ।। 1.3.11 ।।",।। 1.3.11 ।।
Katha Upanishad,"एष सर्वेषु भूतेषु गूढोऽऽत्मा न प्रकाशते ।,दृश्यते त्वग्र्यया बुद्ध्या सूक्ष्मया सूक्ष्मदर्शिभिः ।। 1.3.12 ।।",।। 1.3.12 ।।
Katha Upanishad,"यच्छेद्वाङ्मनसी प्राज्ञस्तद्यच्छेज्ज्ञान आत्मनि ।,ज्ञानमात्मनि महति नियच्छेत्तद्यछेच्छान्त आत्मनि ।। 1.3.13 ।।",।। 1.3.13 ।।
Katha Upanishad,"उत्तिष्ठत जाग्रत प्राप्य वरान् निबोधत ।,क्षुरस्य धारा निशिता दुरत्यया दुर्गं पथस्तत् कवयो वदन्ति ।। 1.3.14 ।।",।। 1.3.14 ।।
Katha Upanishad,"अशब्दमस्पर्शमरूपमव्ययं तथाऽरसं नित्यमगन्धवच्च यत् ।,अनाद्यनन्तं महतः परं ध्रुवं निचाय्य तन्मृत्युमुखात् प्रमुच्यते ।। 1.3.15 ।।",।। 1.3.15 ।।
Katha Upanishad,"नाचिकेतमुपाख्यानं मुत्युप्रोक्त्ँ सनातनम् ।,उक्त्वा श्रुत्वा च मेधावी ब्रह्मलोके महीयते ।। 1.3.16 ।।",।। 1.3.16 ।।
Katha Upanishad,"य इमं परमं गुह्यं श्रावयेत् ब्रह्मसंसदि ।,प्रयतः श्राद्धकाले वा तदानन्त्याय कल्पते ,             तदानन्त्याय कल्पत इति ।। 1.3.17 ।।,।। इति प्रथमेऽध्याये तृतीया वल्ली ।।",।। इति प्रथमेऽध्याये तृतीया वल्ली ।।
