title,mantra,number
Kena Upanishad,अथ वायुमब्रुवन्वायवेतद्विजानीहि किमेतद्यक्षमिति तथेति ।। 3.1.7 ।।,।। 3.1.7 ।।
Kena Upanishad,तदभ्यद्रवत्तमभ्यवदत्कोऽसीति वायुर्वा अहमस्मीत्यब्रवीन्मातरिश्वा वा अहमस्मीति ।। 3.1.8।।,।। 3.1.8।।
Kena Upanishad,तस्मि्ँ स्त्वाम किं वीर्यमित्यपीद्ँसर्वमाददीय यदिदं पृथिव्यामिति ।। 3.1.9 ।।,।। 3.1.9 ।।
Kena Upanishad,तस्मै तृणं निदधावेतदादत्स्वेति तदुपप्रेयाय सर्वजवेन तन्न शशाकादातुं स तत एव निववृते नैतदशकं विज्ञातुं यदेतद्यक्षमिति।। 3.1.10 ।।,।। 3.1.10 ।।
Kena Upanishad,अथेन्द्रमब्रुवन्मघवन्नेतद्विजानीहि किमेतद्यक्षमिति तथेति तदभ्यद्रवत्तस्मात्तिरोदधे ।। 3.1.11 ।।,।। 3.1.11 ।।
Kena Upanishad,"स तस्मिन्नेवाकाशे स्त्रियमाजगाम बहुशोभमानामुमा्ँ हैमवतीं ता्ँहोवाच किमेतद्यक्षमिति ।। 3.1.12 ।।,।। इति तृतीयः खण्डः ।।",।। इति तृतीयः खण्डः ।।
Kena Upanishad,"चतुर्थः खण्डः,सा ब्रह्मेति होवाच ब्रह्मणो वा एतद्विजये महीयध्वमिति ततो हैव विदांचकार ब्रह्मेति ।। 4.1.1 ।।",।। 4.1.1 ।।
Kena Upanishad,"तस्माद्वा एते देवा अतितरामिवान्यान्देवान्यदग्निर्वायुरिन्द्रस्ते । ,ह्येनन्नेदिष्ठं पस्पर्शुस्ते ह्येनत्प्रथमो विदांचकार ब्रह्मेति ।। 4.1.2 ।। ",।। 4.1.2 ।।
Kena Upanishad,तस्माद्वा इन्द्रोऽतितरामिवान्यान्देवान्स ह्येनन्नेदिष्ठं पस्पर्श स ह्येनत्प्रथमो विदांचकार ब्रह्मेति ।। 4.1.3 ।।,।। 4.1.3 ।।
Kena Upanishad,तस्यैष आदेशो यदेतद्विद्युतो व्यद्युतदा3 इतीन्न्यमीमिषदा3 इत्यधिदैवतम् ।। 4.1.4 ।।,।। 4.1.4 ।।
Kena Upanishad,अथाध्यात्मं यदेतद्गच्छतीव च मनोऽनेन चैतदुपस्मरत्यभीक्ष्ण्ँ संकल्पः ।। 4.1.5 ।।,।। 4.1.5 ।।
Kena Upanishad,तद्ध तद्वनं नाम तद्वनमित्युपासितव्यं स य एतदेवं वेदाऽभि हैनं सर्वाणि भूतानि संवा़ञ्छन्ति ।। 4.1.6 ।। ,।। 4.1.6 ।।
Kena Upanishad,उपनिषदं भो ब्रूहीत्युक्ता त उपनिषद्ब्राह्मीं वाव त उपनिषदमब्रूमेति ।। 4.1.7 ।। ,।। 4.1.7 ।।
Kena Upanishad,तस्यै तपो दमः कर्मेति प्रतिष्ठा वेदाः सर्वाङ्गानि सत्यमायतनम् ।। 4.1.8 ।। ,।। 4.1.8 ।।
Kena Upanishad,यो वा एतामेवं वेदापहत्य पाप्मानमनन्ते स्वर्गे लोके ज्येये प्रतितिष्ठति प्रतितिष्ठति ।। 4.1.9 ।। ,।। 4.1.9 ।।
Kena Upanishad,"-- इति चतुर्थः खण्डः ।। , आप्यायन्तु ममाङ्गानि वाक्प्राणश्चक्षुः श्रोत्रमथो बलमिन्द्रियाणि च सर्वाणि। सर्वं ब्रह्मौपनिषदं माहं ब्रह्म निराकुर्यां मा मा ब्रह्म निराकरोदनिराकरणमस्त्वनिराकरणं मेऽस्तु। तदात्मनि निरते य उपनिषत्सु धर्मास्ते मयि सन्तु ते मयि सन्तु ।। , शान्तिः शान्तिः शान्तिः ।। ","।। , शान्तिः शान्तिः शान्तिः ।।"
Kena Upanishad,"0केन उपनिषद्, आप्यायन्तु ममाङ्गानि वाक्प्राणश्चक्षुः श्रोत्रमथो बलमिन्द्रियाणि च सर्वाणि। सर्वं ब्रह्मौपनिषदं माहं ब्रह्म निराकुर्यां मा मा ब्रह्म निराकरोदनिराकरणमस्त्वनिराकरणं मेऽस्तु। तदात्मनि निरते य उपनिषत्सु धर्मास्ते मयि सन्तु ते मयि सन्तु ।।, शान्तिः शान्तिः शान्तिः ।।,प्रथमः खण्डः, केनेषितं पतति प्रेषितं मनः केन प्राणः प्रथमः प्रैति युक्तः ।,केनेषितां वाचमिमां वदन्ति चक्षुः श्रोत्रं क उ देवो युनक्ति ।। 1.1.1 ।।",।। 1.1.1 ।।
