title,mantra,number
Taittiriya Upanishad,"आवहन्ती वितन्वाना। कुर्वाणाऽचीरमात्मनः वासा्ँसि मम गावश्च। अन्नपाने च सर्वदा। ततो मे श्रियमावह। लोमशां पशुभिः सह स्वाहा। आमायन्तु ब्रह्मचारिणः स्वाहा। विमायन्तु ब्रह्मचारिणः स्वाहा। प्रमायन्तु ब्रह्मचारिणः स्वाहा। दमायन्तु ब्रह्मचारिणः स्वाहा। शमायन्तु ब्रह्मचारिणः स्वाहा। यशो जनेऽसानि स्वाहा।श्रेयान् वस्यसोऽसानि स्वाहा। तं त्वा भग प्रविशानि स्वाहा।  स मा भग प्रविश स्वाहा। तस्मिन् सहस्रशाखे। निभगाहं त्वयि मृजे स्वाहा। यथापः प्रवता यान्ति। यथा मास अहर्जरम्। एवं मां ब्रह्मचारिणः। धातरायन्तु सर्वतः स्वाहा। प्रतिवेशोऽसि प्र मा भाहि प्र मा पद्यस्व। वितन्वाना ,शमायन्तु ब्रह्मचारिणः स्वाहा। (धातरायन्तु सर्वतः स्वाहैके च)।।1.4.2।।",।।1.4.2।।
Taittiriya Upanishad,"भूर्भुवः सुवरिति वा एतास्तिस्रो व्याहृतयः। तासामुह स्मैतां चतुर्थीम्। महाचमस्यः प्रवेदयते। मह इति। तद्ब्रह्म। सह आत्मा। अङ्गान्यन्या देवताः। भूरिति वा अयं लोकः। भुव इत्यन्तरिक्षम्। सुवरित्यसौ लोकः। मह इत्यादित्यः। आदित्येन वाव सर्वे लोका महीयन्ते। भूरिति वा अग्निः। भुव इति वायुः। सुवरित्यादित्यः। मह इति चन्द्रमाः। चन्द्रमसा वाव सर्वाणि ज्योती्ँषि महीयन्ते।  भूरिति वा ऋचः। भुव इति सामानि। सुवरिति यजू्ँषि। मह इति ब्रह्म। ब्रह्मणा वाव सर्वे वेदा महीयन्ते। भूरिति वै प्राणः। भुव इत्यपानः। सुवरिति व्यानः। मह इत्यन्नम्। अन्नेन वावा सर्वे प्राणा महीयन्ते। ता वा एताश्चतस्रश्चतुर्धा। चतस्रश्चतस्रो व्याहृतयः। ता यो वेद। स वेद ब्रह्म। सर्वेऽस्मै देवाः बलिमावाहन्ति।।1.5.1--1.5.3।।,(असौ लोको यजू्ँषि , वेद द्वे च)।।","।।,(असौ लोको यजू्ँषि , वेद द्वे च)।।"
Taittiriya Upanishad,"भूर्भुवः सुवरिति वा एतास्तिस्रो व्याहृतयः। तासामुह स्मैतां चतुर्थीम्। महाचमस्यः प्रवेदयते। मह इति। तद्ब्रह्म। सह आत्मा। अङ्गान्यन्या देवताः। भूरिति वा अयं लोकः। भुव इत्यन्तरिक्षम्। सुवरित्यसौ लोकः। मह इत्यादित्यः। आदित्येन वाव सर्वे लोका महीयन्ते। भूरिति वा अग्निः। भुव इति वायुः। सुवरित्यादित्यः। मह इति चन्द्रमाः। चन्द्रमसा वाव सर्वाणि ज्योती्ँषि महीयन्ते।  भूरिति वा ऋचः। भुव इति सामानि। सुवरिति यजू्ँषि। मह इति ब्रह्म। ब्रह्मणा वाव सर्वे वेदा महीयन्ते। भूरिति वै प्राणः। भुव इत्यपानः। सुवरिति व्यानः। मह इत्यन्नम्। अन्नेन वावा सर्वे प्राणा महीयन्ते। ता वा एताश्चतस्रश्चतुर्धा। चतस्रश्चतस्रो व्याहृतयः। ता यो वेद। स वेद ब्रह्म। सर्वेऽस्मै देवाः बलिमावाहन्ति।।1.5.1--1.5.3।।,(असौ लोको यजू्ँषि , वेद द्वे च)।।","।।,(असौ लोको यजू्ँषि , वेद द्वे च)।।"
Taittiriya Upanishad,"भूर्भुवः सुवरिति वा एतास्तिस्रो व्याहृतयः। तासामुह स्मैतां चतुर्थीम्। महाचमस्यः प्रवेदयते। मह इति। तद्ब्रह्म। सह आत्मा। अङ्गान्यन्या देवताः। भूरिति वा अयं लोकः। भुव इत्यन्तरिक्षम्। सुवरित्यसौ लोकः। मह इत्यादित्यः। आदित्येन वाव सर्वे लोका महीयन्ते। भूरिति वा अग्निः। भुव इति वायुः। सुवरित्यादित्यः। मह इति चन्द्रमाः। चन्द्रमसा वाव सर्वाणि ज्योती्ँषि महीयन्ते।  भूरिति वा ऋचः। भुव इति सामानि। सुवरिति यजू्ँषि। मह इति ब्रह्म। ब्रह्मणा वाव सर्वे वेदा महीयन्ते। भूरिति वै प्राणः। भुव इत्यपानः। सुवरिति व्यानः। मह इत्यन्नम्। अन्नेन वावा सर्वे प्राणा महीयन्ते। ता वा एताश्चतस्रश्चतुर्धा। चतस्रश्चतस्रो व्याहृतयः। ता यो वेद। स वेद ब्रह्म। सर्वेऽस्मै देवाः बलिमावाहन्ति।।1.5.1--1.5.3।।,(असौ लोको यजू्ँषि , वेद द्वे च)।।","।।,(असौ लोको यजू्ँषि , वेद द्वे च)।।"
Taittiriya Upanishad,"स य एषोऽन्तर्हृदय आकाशः। तस्मिन्नयं पुरुषो मनोमयः।  अमृतो हिरण्मयः। अन्तरेण तालुके।  य एष स्तन इवावलम्बते। सेन्द्रयोनिः। य त्रासौ केशान्तो विवर्तते। व्यपोह्य शीर्षकपाले। भूरित्यग्नौ प्रतितिष्ठति। भुव इति वायौ। सुवरित्यादित्ये। मह इति ब्रह्मणि आप्नोति स्वाराज्यम्। आप्नोति मनसस्पतिम्। वाक्पतिश्चक्षुष्पतिः। श्रोत्रपतिर्विज्ञानपतिः। एतत्ततो भवति। आकाश शरीरं ब्रह्म। सत्यात्म प्राणारामं मन आनन्दम्। शान्ति समृद्धममृतम्। इति प्राचीन योग्योपास्स्व।।1.6.1--1.6.2।।,(वायावमृतमेकं च)",।।1.6.1--1.6.2।।
Taittiriya Upanishad,"स य एषोऽन्तर्हृदय आकाशः। तस्मिन्नयं पुरुषो मनोमयः।  अमृतो हिरण्मयः। अन्तरेण तालुके।  य एष स्तन इवावलम्बते। सेन्द्रयोनिः। य त्रासौ केशान्तो विवर्तते। व्यपोह्य शीर्षकपाले। भूरित्यग्नौ प्रतितिष्ठति। भुव इति वायौ। सुवरित्यादित्ये। मह इति ब्रह्मणि आप्नोति स्वाराज्यम्। आप्नोति मनसस्पतिम्। वाक्पतिश्चक्षुष्पतिः। श्रोत्रपतिर्विज्ञानपतिः। एतत्ततो भवति। आकाश शरीरं ब्रह्म। सत्यात्म प्राणारामं मन आनन्दम्। शान्ति समृद्धममृतम्। इति प्राचीन योग्योपास्स्व।।1.6.1--1.6.2।।,(वायावमृतमेकं च)",।।1.6.1--1.6.2।।
Taittiriya Upanishad,"पृथिव्यन्तिरक्षं द्यौर्दिशोऽवान्तरदिशाः। अग्निर्वायुरादित्यश्चन्द्रमा नक्षत्राणि। आप ओषधयो वनस्पतय आकाश आत्मा। इत्यधिभूतम्। अथाध्यात्मम्। प्राणो व्यानोऽपान उदानः समानः। चक्षुः श्रोत्रं मनोवाक् त्वक्। चर्म , मा्ँस्ँ स्नावास्थिमज्जा। एतदधि विधाय ऋषिरवोचत्। पाङ्त्कं वा इद्ँ सर्वम्। पाङ्त्केनैव पाङ्त्क्ँ स्पृणोतीति। (सर्वमेकं च)।।1.7.1।।",।।1.7.1।।
Taittiriya Upanishad,"ओमिति ब्रह्म। ओमितीद्ँ सर्वम्। ओमित्येतदनुकृतिर्ह स्म वा अप्योश्रावयेत्याश्रावयन्ति। ओमिति सामानि गायन्ति। ओ्ँशोमिति शस्त्राणि श्ँसन्ति , । ओमित्यध्वर्युः प्रतिगरं प्रतिगृणाति। ओमिति ब्रह्म प्रसौति। ओमित्यग्निहोत्रमनुजानाति। ओमिति ब्राह्मणः प्रवक्ष्यन्नाह ब्रह्मोपाप्नवानीति। ब्रह्मैवोपाप्नोति।।1.8.1।।",।।1.8.1।।
Taittiriya Upanishad,ऋतं च स्वाध्यायप्रवचने च। सत्यं च स्वाध्यायप्रवचने च। तपश्च स्वाध्यायप्रवचने च। दमश्च स्वाध्यायप्रवचने च। शमश्च स्वाध्यायप्रवचने च। अग्नयश्च स्वाध्यायप्रवचने च। अग्निहोत्रं च स्वाध्यायप्रवचने च। अतिथयश्च स्वाध्यायप्रवचने च। मानुषं च स्वाध्यायप्रवचने च। प्रजा च स्वाध्यायप्रवचने च। प्रजनश्च स्वाध्यायप्रवचने च। प्रजातिश्च स्वाध्यायप्रवचने च। सत्यमिति सत्यवचा राथीतरः। तप  इति तपोनित्यः पौरुशिष्टिः। स्वाध्यायप्रवचने एवेति नाको मौद्गल्यः। तद्धि तपस्तद्धि तपः।।1.9.1।।,।।1.9.1।।
Taittiriya Upanishad,अहं वृक्षस्य रेरिवा। कीर्तिः पृष्ठं गिरेरिव। ऊर्ध्व पवित्रो वाजिनीव स्वमृतमस्मि। द्रविण्ँ सवर्चसम्। सुमेधा अमृतोक्षितः। इति त्रिशङ्कोर्वेदानुवचनम्।।1.10.1।।,।।1.10.1।।
