title,mantra,number
Brihadaranyaka Upanishad,द्यौरेवर्गादित्यः साम तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते द्यौरेव सादित्योऽमस्तत्साम ।। 1.6.3 ।। ,।। 1.6.3 ।।
Brihadaranyaka Upanishad,नक्षत्राण्येवर्क्चन्द्रमाः साम तदेतदेत यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते नक्षत्राण्येव सा चन्द्रमा अम तत्साम ।। 1.6.4 ।। ,।। 1.6.4 ।।
Brihadaranyaka Upanishad,अथ यदेतदादित्यस्य शुक्लं भाः सैवर्गथ यन्नीलं परः कृष्णं तत्साम तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते ।। 1.6.5 ।। ,।। 1.6.5 ।।
Brihadaranyaka Upanishad,अथ यदेवैतदादित्यस्य शुक्लं भाः सैव साथ यन्नीलं परः कृष्णं तदम तत्सामाथ य एषोऽन्तरादित्ये हिरण्मयः पुरुषो दृश्यते हिरण्यश्मश्रुर्हिरण्यकेश आप्रणखात्सर्व एव सुवर्णः ।। 1.6.6 ।। ,।। 1.6.6 ।।
Brihadaranyaka Upanishad,तस्य यथा कप्यासं पुण्डरीकमेवमक्षिणी तस्योदिति नाम स एष सर्वेभ्यः पाप्मभ्य उदित उदेति ह वै सर्वेभ्यः पाप्मभ्यो य एवं वेद ।। 1.6.7 ।। ,।। 1.6.7 ।।
Brihadaranyaka Upanishad,तस्यर्क्च साम च गेष्णौ तस्मादुद्गीथस्तस्मात्त्वेवोद्गातैतस्य हि गाता स एष ये चामुष्मात्पराञ्चो लोकास्तेषां चेष्टे देवकामानां चेत्यधिदैवतम् ।। 1.6.8 ।। इति षष्ठाः खण्डः ।। 6 ।। ,।। 6 ।।
Brihadaranyaka Upanishad,"अथाध्यात्मं वागेवक्र्प्राणः साम , तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते । वागेव सा प्राणोऽमस्तत्साम ।। 1.7.1 ।।",।। 1.7.1 ।।
Brihadaranyaka Upanishad,"चक्षुरेवर्गात्मा साम , तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते । चक्षुरेव सात्मामस्त्साम ।। 1.7.2 ।। ",।। 1.7.2 ।।
Brihadaranyaka Upanishad,श्रोत्रमेवर्ङ्मनः साम तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते । श्रोत्रमेव सा मनोऽमस्तत्साम ।। 1.7.3 ।। ,।। 1.7.3 ।।
Brihadaranyaka Upanishad,अथ यदेतदक्ष्णः शुक्लं भाः सैवर्गय यन्नीलं परः कृष्णं तत्साम तदेतदेतस्याममृच्यध्यूढँ् साम त मादृच्यध्यूढँ् साम गीयते ।   अथ यदेवैतदक्ष्णः शुक्लं भाः सैव साथ यन्नीलं परः कृष्णं तदमस्तत्साम ।। 1.7.4 ।। ,।। 1.7.4 ।।
Brihadaranyaka Upanishad,अथ य एषोऽन्तरक्षिणि पुरुषो दृश्यते सैवर्क्तत्साम तदुक्थं तद्यजुस्तद्ब्रह्म तस्यैतस्य तदेव रूपं यदमुष्य रूपं यावमुष्य गेष्णौ तौ गेष्णौ यन्नाम तन्नाम ।। 1.7.5 ।। ,।। 1.7.5 ।।
Brihadaranyaka Upanishad,स एष ये चैतस्मादर्वाञ्चो लोकास्तेषां चेष्टे मनुष्यकामानां चेति तद्य इमे वीणायां गायन्त्येतं ते गायन्ति तस्मात्ते धनसनयः ।। 1.7.6 ।। ,।। 1.7.6 ।।
Brihadaranyaka Upanishad,"अथ य एतदेवं विद्वान्साम गायत्युभौ स गायति सोऽमुनैव स एष ये चामुष्मात्पराञ्चो लोकास्ता , श्चाप्नोति देवकामा , श्च ।। 1.7.7 ।।",।। 1.7.7 ।।
Brihadaranyaka Upanishad,"अथानेनैव ये चैतस्मादर्वाञ्चो लोकास्ता , श्चाप्नोति मनुष्यकामा , श्च तस्मादु हैवंविदुद्गाता ब्रूयात् ।। 1.7.8 ।। ",।। 1.7.8 ।।
Brihadaranyaka Upanishad,"कं ते काममागायानीत्येष ह्येव कामागानस्येष्टे य एवं विद्वान्साम गायति साम गायति ।। 1.7.9 ।। इति सप्तमः खण्डः ।। 7 ।।  , ",।। 7 ।।
Brihadaranyaka Upanishad,त्रयो  होद्गीथे कुशला बभूवुः शिलकः शालावत्यश्चैकितायनो दाल्भ्यः प्रवाहणो जैवलिरिति ते होचुरुद्गीथे वै कुशलाः स्मो हन्तोद्गीथे कथां वदाम इति ।। 1.8.1 ।।  ,।। 1.8.1 ।।
Brihadaranyaka Upanishad,तथेति ह समुपविविशुः स ह प्रवाहणो जैवलिरुवाच भगवन्तावग्रे वदतां ब्राह्मणयोर्वदतोर्वाचँ् श्रोष्यामीति ।। 1.8.2 ।। ,।। 1.8.2 ।।
Brihadaranyaka Upanishad,स ह शिलकः शालावत्यश्चैकितायनं दाल्भ्यमुवाच हन्त वा पृच्छानीति पृच्छेति होवाच ।। 1.8.3 ।। ,।। 1.8.3 ।।
Brihadaranyaka Upanishad,का साम्नो गतिरिति स्वर इति होवाच स्वरस्य का गतिरिति प्राण इति होवाच प्राणस्य का गतिरित्यन्नमिति होवाचान्नस्य का गतिरित्याप इति होवाच ।। 1.8.4 ।। ,।। 1.8.4 ।।
Brihadaranyaka Upanishad,"अपां का गतिरित्यसौ लोक इति होवाचामुष्य लोकस्य का गतिरिति न स्वर्गं लोकमतिनयेदिति होवाच स्वर्गं वयं लोकँ् सामाभिस , स्थापयामः स्वर्गस , स्तावँ् , हि सामेति ।। 1.8.5 ।।  ",।। 1.8.5 ।।
Brihadaranyaka Upanishad,"त ,  ह शिलकः शालावत्यश्चैकितायनं दाल्भ्यमुवाचाप्रतिष्ठितं वै किल ते दाल्भ्य साम यस्त्वेतर्हि ब्रूयान्मूर्धा ते विपतिष्यतीती मूर्धा ते विपतेदिति ।। 1.8.6 ।। ",।। 1.8.6 ।।
Brihadaranyaka Upanishad,"हन्ताहमेतद्भगवतो वेदानीति विद्धीति होवाचामुष्य लोकस्य का गतिरित्ययं लोक इति होवाचास्य लोकस्य का गतिरिति न प्रतिष्ठां लोकमतिनयेदिति होवाच प्रतिष्ठां वयं लोक , सामाभिस , स्थापयामः प्रतिष्ठास , स्तावँ् हि , सामेति ।। 1.8.7 ।। ",।। 1.8.7 ।।
Brihadaranyaka Upanishad,तँ् ह प्रवाहणो  जैवलिरुवाचान्तवद्वै किल ते शालवत्य साम यस्त्वेतर्हि ब्रूयान्मूर्धा ते विपतिष्यतीति मूर्धा ते विपतेदिति हन्ताहमेतद्भगवतो वेदानीति विद्धीति होवाच ।। 1.8.8 ।। इत्यष्टमः खण्डः ।। 1.8.8 ।।               ,।। 1.8.8 ।।
Brihadaranyaka Upanishad,अस्य लोकम्य का गतिरित्याकाश इति होवाच सर्वाणि ह वा इमानि भूतान्याकाशादेव समुत्पद्यन्त आकाशं प्रत्यम्तं यन्त्याकाशो ह्येवैभ्यो ज्यायानाकाशः परायणम् ।। 1.9.1 ।। ,।। 1.9.1 ।।
Brihadaranyaka Upanishad,"स एष परोबरीयानुद्गीथः स एषोऽनन्तः परोवरीयो हास्य भवति परोवरीयसो ह लोकाञ्जयति य एतदेवं विद्वान् , परोवरीया , समुद्गीथमुपास्ते , ।। 1.9.2 ।। ",।। 1.9.2 ।।
Brihadaranyaka Upanishad,तँ् हैतमतिधन्वा शौनक उदरशाण्डल्यायोक्त्वोवाच यावत्त एनं प्रजांयामुद्गीथं वेदिष्यन्ते परोवरीयो हैभ्यस्तावदस्मिंल्लोके जीवनं भविष्यति ।। 1.9.3 ।।,।। 1.9.3 ।।
Brihadaranyaka Upanishad,तथामुष्मिँल्लोके लोक इति स य एतदेवं विद्वानुपास्ते परोवरीय एव हास्यास्मिंल्लोके जीवनं भवति तथामुष्मिंल्लोके लोक इति लोके लोक इति ।। 1.9.4 ।। इति नवमः खण्डः ।। 9 ।।  ,।। 9 ।।
Brihadaranyaka Upanishad,मटचीहतेषु कुरुष्वाटिक्या सह जाययोषस्तिर्ह चाक्त्रायण इभ्यग्रामे प्रद्राणक उवास ।। 1.10.1 ।। ,।। 1.10.1 ।।
Brihadaranyaka Upanishad,"स हेभ्यं कुल्माषान्खादन्तं बिभिक्षे तँ् , होवाच ।  नेतोऽन्ये विद्यन्ते यञ्च ये म इम उपनिहिता इति ।। 1.10.2 ।।",।। 1.10.2 ।।
Brihadaranyaka Upanishad,"एतेषां मे देहीति होवाच तानस्मै प्रददौ हन्तानुपानमित्युच्छिष्टं वै मे पीतँ् , स्यादिति होवाच ।। 1.10.3 ।। ",।। 1.10.3 ।।
Brihadaranyaka Upanishad,न स्विदेतेऽप्युच्छिष्टा इति न वा अजीविष्यमिमानखादन्निति होवाच कामो म उदपानमिति ।। 1.10.4 ।।,।। 1.10.4 ।।
Brihadaranyaka Upanishad,स ह खादित्वातिशेषाञ्जायाया आजहार साग्र एव सुभिक्षा बभूव तान्प्रतिगृह्य निदधौ ।। 1.10.5 ।। ,।। 1.10.5 ।।
Brihadaranyaka Upanishad,"स ह प्रातः सञ्जिहान उवाच यद्बतान्नस्य लभेमहि लभेमहि , धनमात्राँ् , राजासौ यक्ष्यते स मा सर्वैरार्त्िवज्यैर्वृणीतेति ।। 1.10.6 ।। ",।। 1.10.6 ।।
Brihadaranyaka Upanishad,तं जायोवाच हन्त पत इम एव कुल्माषा इति तान्खादित्वामुं यज्ञं विततमेयाय ।। 1.10.7 ।। ,।। 1.10.7 ।।
Brihadaranyaka Upanishad,तत्रोद्गातृ़नास्तावे स्तोष्यमाणानुपोपविवेश स ह प्रस्तोतारमुवाच ।। 1.10.8 ।। ,।। 1.10.8 ।।
Brihadaranyaka Upanishad,प्रस्तोतर्या देवता प्रस्तावमन्वायत्ता तां चेदविद्वान्प्रस्तोष्यसि मूर्धा ते विपतिष्यतीति ।। 1.10.9 ।। ,।। 1.10.9 ।।
Brihadaranyaka Upanishad,एवमेवोद्गातारमुवाचोद्गातर्या देवतोद्गीथमन्वायत्ता तां चेदविद्वानुद्गास्यसि मूर्धा ते विपतिष्यतीति ।। 1.10.10 ।। ,।। 1.10.10 ।।
Brihadaranyaka Upanishad,"एवमेव प्रतिहर्तारमुवाच् प्रतिहर्तर्या देवता प्रतिहारमन्वायत्ता तां चेदविद्वान्प्रतिहरिष्यसि मूर्धा ते विपतिष्यतीती ते ह समारतास्तूष्णीमासाञ्चक्रिरे ।। 1.10.11 ।। इति दशमः खण्डः ।। 10 ।। ,  ",।। 10 ।।
Brihadaranyaka Upanishad,अथ हैनं यजमान उवाच भगवन्तं वा अहं विविदिषाणीत्युषस्तिरस्मि चाक्त्रायण इति होवाच ।। 1.11.1 ।। ,।। 1.11.1 ।।
Brihadaranyaka Upanishad,स होवाच भगवन्तं वा अहमेभिः सर्वैरार्त्िवज्यैः पयैषिषं भगवतो वा अहमवित्त्यान्यानवृषि ।। 1.11.2 ।। ,।। 1.11.2 ।।
Brihadaranyaka Upanishad,"भगवा , स्त्वेव मे सर्वैरार्त्िवज्यैरिति तथेत्यथ तह्येर्त एव समतिसृष्टाः स्तुवतां यावत्त्वेभ्यो धनं दद्यास्तावन्मम दद्या इति तथेति ह यजमान उवाच ।। 1.11.3 ।।",।। 1.11.3 ।।
Brihadaranyaka Upanishad,अथ हैनं प्रस्तोतोपससाद प्रस्तोतर्या देवता प्रस्तावमन्वायत्ता तां चेदविद्वान्प्रस्तोष्यसि मूर्धा ते विपतिष्यतीति मा भगवानवोचत्कतमा सा देवतेति ।। 1.11.4 ।। ,।। 1.11.4 ।।
Brihadaranyaka Upanishad,प्राण इति होवाच सर्वाणि ह वा इमानि भूतानि प्राणमेवाभिसंविशन्ति प्राणमभ्युज्जिहते सैषा देवता प्रस्तावमन्वायत्ता तां चेदविद्वान्प्रस्तोष्यो मूर्धा ते व्यपतिष्यत्तथोक्तस्य मयेति ।। 1.11.5 ।।,।। 1.11.5 ।।
Brihadaranyaka Upanishad,अथ हैनमुद्गातोपससादोद्गातर्या देवतोद्गीथमन्वायत्ता तां चेदविद्वानुद्गास्यसि मूर्धा ते विपतिष्यतीति मा भगवानवोचत्कतमा सा देवतेति ।। 1.11.6 ।। ,।। 1.11.6 ।।
Brihadaranyaka Upanishad,आदित्य इति होवाच सर्वाणि ह वा इमानि भूतान्यादित्यमुञ्चैः सन्तं गायन्ति सैषा देवतोद्गीथमन्वायत्ता तां चेदविद्वानुदगास्यो मूर्धा ते व्यपतिष्यत्तथोक्तस्य मयेति ।। 1.11.7 ।। ,।। 1.11.7 ।।
Brihadaranyaka Upanishad,अथ हैनं प्रतिहर्तोपससाद प्रतिहर्तर्या देवता प्रतिहारमन्वायत्ता तां चेदविद्वान्प्रतिहरिष्यसि मूर्धा ते विपतिष्यतीति मा भगवानवोचत्कतमा सा देवतेति ।। 1.11.8 ।। ,।। 1.11.8 ।।
Brihadaranyaka Upanishad,अन्नमिति होवाच सर्वाणि ह वा इमानि भूतान्यन्नमेव प्रतिहरमाणानि जीवन्ति सैषा देवता प्रतिहारमन्वायत्ता तां चेदविद्वान्प्रत्यहरिष्यो मूर्धा ते व्यपतिष्यत्तथोक्तस्य मयेति तथोक्तस्य मयेति ।। 1.11.9 ।। इत्येकादशः खण्डः ।। 11 ।।  ,।। 11 ।।
Brihadaranyaka Upanishad,अथातः शौव उद्गीथस्तद्ध बको दाल्भ्यो ग्लावो वा मैत्रेयः स्वाध्यायमुद्वव्राज ।। 1.12.1 ।। ,।। 1.12.1 ।।
Brihadaranyaka Upanishad,तस्मै श्वा श्चेतः प्रादुर्बभूव तमन्ये श्वान उपसमेत्योचुरन्नं नो   भगवानाग़ायत्वशनायाम वा इति ।। 1.12.2 ।। ,।। 1.12.2 ।।
Brihadaranyaka Upanishad,तान्होवाचेहैव मा प्रातरुपसमीयातेति तद्ध बको दाल्भ्यो ग्लावो वा मैत्रेयः प्रतिपालयाञ्चकार ।। 1.12.3 ।। ,।। 1.12.3 ।।
Brihadaranyaka Upanishad,"ते ह यथैवेदं बहिष्पवमानेन स्तोष्यमाणाः स , रब्धाः सर्पन्तीत्येवमाससृपुस्ते ह समुपविश्य हिं चक्रुः ।। 1.12.4 ।। ",।। 1.12.4 ।।
Brihadaranyaka Upanishad,ओ3मदा3मों3 पिबा3मों3 देवो वरुणः प्रजापतिः सविता2न्नमिहा2हरदन्नपते3ऽन्नमिहा2हरा2हरो3मिति ।। 1.12.5 ।। इति द्वादशः खण्डः ।। 12 ।। ,।। 12 ।।
Brihadaranyaka Upanishad,अयं वाव लोको हाउकारो वायुर्हाइकारश्चन्द्रमा अथकारः ।  आत्मेहकारोऽग्रिरीकारः ।। 1.13.1 ।। ,।। 1.13.1 ।।
