title,mantra,number
Svetashvatra Upanishad,"तिलेषु तैलं दधीनीव सर्पिरापः स्रोतःस्वरणीषु चाग्निः।,एवमात्माऽत्मनि गृह्यतेऽसौ सत्येनैनं तपसा योऽनुपश्यति।।1.15।।",।।1.15।।
Svetashvatra Upanishad,"सर्वव्यापिनमात्मानं क्षीरे सर्पिरिवार्पितम्।,आत्मविद्यातपोमूलं तद्ब्रह्मोपनिषत्परं तद्ब्रह्मोपनिषत्परमिति।।1.16।।",।।1.16।।
Svetashvatra Upanishad,"युञ्जानः प्रथमं मनस्तत्त्वाय सविता धियः।,अग्नेर्जोतिर्निचाय्य पृथिव्या अध्याभरत्।।2.1.1।।",।।2.1.1।।
Svetashvatra Upanishad,युक्तेन मनसा वयं देवस्य सवितुः सवे। सुवर्गेयाय शक्त्या।।2.1.2।।,।।2.1.2।।
Svetashvatra Upanishad,"युक्त्वाय मनसा देवान्सुवर्यतो धियां दिवम्।,बृहज्ज्योतिः करिष्यतः सविता प्रसुवाति तान्।।2.1.3।।",।।2.1.3।।
Svetashvatra Upanishad,"युञ्जते मन उत युञ्जते धियो विप्रा विप्रस्य बृहतो विपश्चितः।,वि होत्रा दधे वयुनाविदेक इन्मही देवस्य सवितुः परिष्टुतिः।।2.1.4।।",।।2.1.4।।
Svetashvatra Upanishad,"युजे वां ब्रह्म पूर्व्यं नमोभिर्विश्लोक एतु पथ्येव सूरोः।,श्रृण्वन्तु विश्वे अमृतस्य पुत्रा आ ये धामानि दिव्यानि तस्थुः।।2.1.5।।",।।2.1.5।।
Svetashvatra Upanishad,"अग्निर्यत्राभिमथ्यते वायुर्यत्राधिरुध्यते।,सोमो यत्रातिरिच्यते तत्र संजायते मनः।।2.1.6।।",।।2.1.6।।
Svetashvatra Upanishad,"सवित्रा प्रसवेन जुषेत ब्रह्म पूर्व्यम्। ,तत्र योनिं कृण्वसे न हि ते पूर्वमक्षिपत्।।2.1.7।।",।।2.1.7।।
Svetashvatra Upanishad,"त्रिरुन्नतं स्थाप्य समं शरीरं हृदीन्द्रियाणि मनसा संनिरुध्य।,ब्रह्मोडुपेन प्रतरेत विद्वान्स्रोतांसि सर्वाणि भयावहानि।।2.1.8।।",।।2.1.8।।
Svetashvatra Upanishad,"प्राणान्प्रपीड्येह संयुक्तचेष्टः क्षीणे प्राणे नासिकयोच्छ्वसीत।,दुष्टाश्वयुक्तमिव वाहमेनं विद्वान्मनो धारयेताप्रमत्तः।।2.1.9।।",।।2.1.9।।
Svetashvatra Upanishad,"समे शुचौ शर्करावह्निवालुका विवर्जिते शब्दजलाश्रयादिभिः।,मनोनुकूले न तु चक्षुपीडने गुहानिवाताश्रयणे प्रयोजयेत्।।2.1.10।।",।।2.1.10।।
Svetashvatra Upanishad,"नीहारधूमार्कानलानिलानां खद्योतविद्युत्स्फटिकशशीनाम्।,एतानि रूपाणि पुरस्सराणि ब्रह्मण्यभिव्यक्तिकराणि योगे।।2.1.11।।",।।2.1.11।।
Svetashvatra Upanishad,"पृथिव्यप्तेजोऽनिलखे समुत्थिते,   पञ्चात्मके योगगुणे प्रवृत्ते।,न तस्य रोगो न जरा न मृत्युः,   प्राप्तस्य योगाग्निमयं शरीरम्।।2.1.12।।",।।2.1.12।।
Svetashvatra Upanishad,"लघुत्वमारोग्यमलोलुपत्वं वर्णप्रसादं स्वरसौष्ठवं च।,गन्धः शुभो मूत्रपुरीषमल्पं योगप्रवृत्तिं प्रथमां वदन्ति।।2.1.13।।",।।2.1.13।।
Svetashvatra Upanishad,"यथैव बिम्बं मृदयोपलिप्तं तेजोमयं भ्राजते तत्सुधान्तम्।,तद्वात्मतत्वं प्रसमीक्ष्य देही एकः कृतार्थो भवते वीतशोकः।।2.1.14।।",।।2.1.14।।
Svetashvatra Upanishad,"यदात्मतत्त्वेन तु ब्रह्मतत्त्वं दीपोपमेनेह युक्तः प्रपश्येत्।,अजं ध्रुवं सर्वतत्त्वैर्विशुद्धं ज्ञात्वा देवं मुच्यते सर्वपाशैः।।2.1.15।।",।।2.1.15।।
Svetashvatra Upanishad,"एषो ह देवः प्रदिशोऽनु सर्वाः,   पूर्वो ह जातः स उ गर्भे अन्तः।,स एव जातः स जनिष्यमाणः ,प्रत्यङ्जनांस्तिष्ठति सर्वतोमुखः।।2.1.16।।",।।2.1.16।।
Svetashvatra Upanishad,"यो देवोऽग्नौ योऽप्सु यो विश्वं भुवनमाविवेश।,यो ओषधीषु यो वनस्पतिषु तस्मै देवाय नमो नमः।।2.1.17।।",।।2.1.17।।
Svetashvatra Upanishad,"य एको जालवानीशत ईशनीभिः सर्वांल्लोकानीशत ईशनीभिः।,य एवैक उद्भवे सम्भवे च य एतद्विदुरमृतास्ते भवन्ति।।3.1.1।।",।।3.1.1।।
Svetashvatra Upanishad,"एको हि रुद्रो न द्वितीयाय तस्थुर्य,   इमाँल्लोकानीशत ईशनीभिः।,प्रत्यङ्जनांस्तिष्ठति संचुकोचान्तकाले,   संसृज्य विश्वा भुवनानि गोपाः।।3.1.2।।",।।3.1.2।।
Svetashvatra Upanishad,"विश्वतश्चक्षुरुत विश्वतोमुखो विश्वतोबाहुरुत विश्वतस्पात्।,सं बाहुभ्यां धमति संपतत्रैर्द्यावाभूमी जनयन् देव एकः।।3.1.3।।",।।3.1.3।।
Svetashvatra Upanishad,"यो देवानां प्रभवश्चोद्भवश्च विश्वाधिपो रुद्रो महर्षिः।,हिरण्यगर्भं जनयामास पूर्वं स नो बुद्ध्या शुभया संयुनक्तु।।3.1.4।।",।।3.1.4।।
Svetashvatra Upanishad,"या ते रुद्र शिवा तनूरघोराऽपापकाशिनी।,तया नस्तनुवा शन्तमया गिरिशन्ताभिचाकशीहि।।3.1.5।।",।।3.1.5।।
Svetashvatra Upanishad,"यामिषुं गिरिशन्त हस्ते बिभर्ष्यस्तवे।,शिवां गिरित्र तां कुरु मा हि्ँसीः पुरुषं जगत्।।3.1.6।।",।।3.1.6।।
Svetashvatra Upanishad,"ततः परं ब्रह्मपरं बृहन्तं यथानिकायं सर्वभूतेषु गूढम्।,विश्वस्यैकं परिवेष्टितारमीशं तं ज्ञात्वाऽमृता भवन्ति।।3.1.7।।",।।3.1.7।।
Svetashvatra Upanishad,"वेदाहमेतं पुरुषं महान्तमादित्यवर्णं तमसः परस्तात्।,तमेव विदित्वातिमृत्युमेति नान्यः पन्था विद्यतेऽयनाय।।3.1.8।।",।।3.1.8।।
Svetashvatra Upanishad,"यस्मात्परं नापरमस्ति किञ्चिद्यस्मान्नाणीयो न ज्यायोऽस्ति कश्चित्।,वृक्ष इव स्तब्धो दिवि तिष्ठत्येकस्तेनेदं पूर्णं पुरुषेण सर्वम्।।3.1.9।।",।।3.1.9।।
Svetashvatra Upanishad,"ततो यदुत्तरतरं तदरूपमनामयम्।,य एतद्विदुरमृतास्ते भवन्त्यथेतरे दुःखमेवापियन्ति।।3.1.10।।",।।3.1.10।।
Svetashvatra Upanishad,"सर्वाननशिरोग्रीवः सर्वभूतगुहाशयः।,सर्वव्यापी स भगवान्तस्मात् सर्वगतः शिवः।।3.1.11।।",।।3.1.11।।
Svetashvatra Upanishad,"महान्प्रभुर्वै पुरुषः सत्वस्यैष प्रवर्तकः।,सुनिर्मलामिमां प्राप्तिमीशानो ज्योतिरव्ययः।।3.1.12।।",।।3.1.12।।
Svetashvatra Upanishad,"अङ्गुष्ठमात्रः पुरुषोऽन्तरात्मा सदा जनानां हृदये संनिविष्टः।,हृदा मनीषा मनसाभिक्लृप्तो य एतद् विदुरमृतास्ते भवन्ति ।।3.1.13।।",।।3.1.13।।
Svetashvatra Upanishad,"सहस्रशीर्षा पुरुषः सहस्राक्षः सहस्रपात्।,स भूमिं विश्वतो वृत्वात्यतिष्ठद्दशाङ्गुलम्।।3.1.14।।",।।3.1.14।।
Svetashvatra Upanishad,"पुरुष एवेद्ँ सर्वं यद्भूतं यच्च भव्यम्।,उतामृतत्वस्येशानो यदन्नेनातिरोहति।।3.1.15।।  ",।।3.1.15।।
Svetashvatra Upanishad,"सर्वतः पाणिपादं तत्सर्वतोऽक्षिशिरोमुखम्।,सर्वतः श्रुतिमल्लोके सर्वमावृत्य तिष्ठति।।3.1.16।।",।।3.1.16।।
Svetashvatra Upanishad,"सर्वेन्द्रियगुणाभासं सर्वेन्द्रियविवर्जितम्।,सर्वस्य प्रभुमीशानं सर्वस्य शरणं सुहृत्।।3.1.17।।",।।3.1.17।।
Svetashvatra Upanishad,"नवद्वारे पुरे देही हंसो लेलायते बहिः। ,वशी सर्वस्य लोकस्य स्थावरस्य चरस्य च।।3.1.18।।",।।3.1.18।।
Svetashvatra Upanishad,"अपाणिपादो जवनो ग्रहीता पश्यत्यचक्षुः स श्रृणोत्यकर्णः। ,स वेत्ति वेद्यं न च तस्यास्ति वेत्ता तमाहुरग्र्यं पुरुषं महान्तम्।।3.1.19।।",।।3.1.19।।
Svetashvatra Upanishad,"अणोरणीयान्महतो महीयानात्मा गुहायां निहितोऽस्य जन्तोः।,तमक्रतुं पश्यति वीतशोको धातुः प्रसादान्महिमानमीशम्।।3.1.20।।",।।3.1.20।।
Svetashvatra Upanishad,"वेदाहमेतं अजरं पुराणं सर्वात्मानं सर्वगतं विभुत्वात्।,जन्मनिरोधं प्रवदन्ति यस्य ब्रह्मवादिनो हि प्रवदन्ति नित्यम्।।3.1.21।।",।।3.1.21।।
Svetashvatra Upanishad,"य एकोऽवर्णो बहुधा शक्तियोगात्,   वर्णाननेकान् निहितार्थो दधाति।,विचैति चान्ते विश्वमादौ स देवः।,   स नो बुद्ध्या शुभया संयुनक्तु।।4.1.1।।",।।4.1.1।।
Svetashvatra Upanishad,"तदेवाग्निस्तदादित्यस्तद्वायुस्तदु चन्द्रमाः।,तदेव शुक्रं तद्ब्रह्म तदापस्तत् प्रजापतिः।।4.1.2।।",।।4.1.2।।
Svetashvatra Upanishad,"त्वं स्त्री त्वं पुमानसि त्वं कुमार उत वा कुमारी।,त्वं जीर्णो दण्डेन वञ्चसि त्वं जातो भवसि विश्वतोमुखः।।4.1.3।।",।।4.1.3।।
Svetashvatra Upanishad,"नीलः पतङ्गो हरितो लोहिताक्षस्तडिद्गर्भ ऋतवः समुद्राः।,अनादिमत् त्वं विभुत्वेन वर्तसे यतो जातानि भुवनानि विश्वा।।4.1.4।।",।।4.1.4।।
Svetashvatra Upanishad,"अजामेकां लोहितशुक्लकृष्णां बह्वीः प्रजाः सृजमानां सरूपाः।,अजो ह्येको जुषमाणोऽनुशेते जहात्येनां भुक्तभोगामजोऽन्यः।।4.1.5।।  ",।।4.1.5।।
Svetashvatra Upanishad,"द्वा सुपर्णा सयुजा सखाया समानं वृक्षं परिषस्वजाते।,तयोरन्यः पिप्पलं स्वाद्वत्त्यनश्नन्नन्यो अभिचाकशीति।।4.1.6।।",।।4.1.6।।
Svetashvatra Upanishad,"समाने वृक्षे पुरुषो निमग्नोऽनीशया शोचति मुह्यमानः।,जुष्टं यदा पश्यत्यन्यमीशमस्य महिमानमिति वीतशोकः।।4.1.7।।",।।4.1.7।।
Svetashvatra Upanishad,"ऋचो अक्षरे परमे व्योमन् यस्मिन्देवा अधि विश्वे निषेदुः।,यस्तं न वेद किमृचा करिष्यति य इत्तद्विदुस्त इमे समासते।।4.1.8।।",।।4.1.8।।
Svetashvatra Upanishad,"छन्दांसि यज्ञाः क्रतवो व्रतानि भूतं भव्यं यच्च वेदा वदन्ति।,अस्मान् मायी सृजते विश्वमेतत्तस्मिंश्चान्यो मायया संनिरुद्धः।।4.1.9।।",।।4.1.9।।
Svetashvatra Upanishad,"मायां तु प्रकृतिं विद्यान्मायिनं तु महेश्वरम्।,तस्यावयवभूतैस्तु व्याप्तं सर्वमिदं जगत्।।4.1.10।।",।।4.1.10।।
Svetashvatra Upanishad,"यो योनिं योनिमधितिष्ठत्येको यस्मिन्निदं सं च विचैति सर्वम्।,तमीशानं वरदं देवमीड्यं निचाय्येमां शान्तिमत्यन्तमेति।।4.1.11।।",।।4.1.11।।
Svetashvatra Upanishad,"यो देवानां प्रभवश्चोद्भवश्च विश्वाधिपो रुद्रो महर्षिः।,हिरण्यगर्भं पश्यत जायमानं स नो बुद्ध्या शुभया संयुनक्तु।।4.1.12।।",।।4.1.12।।
Svetashvatra Upanishad,"यो देवानामधिपो यस्मिन्ल्लोका अधिश्रिताः।,य ईशे अस्य द्विपदश्चतुष्पदः कस्मै देवाय हविषा विधेम।।4.1.13।।",।।4.1.13।।
Svetashvatra Upanishad,"सूक्ष्मातिसूक्ष्मं कलिलस्य मध्ये विश्वस्य स्रष्टारमनेकरूपम्।,विश्वस्यैकं परिवेष्टितारं ज्ञात्वा शिवं शान्तिमत्यन्तमेति।।4.1.14।।",।।4.1.14।।
Svetashvatra Upanishad,"स एव काले भुवनस्य गोप्ता,    विश्वाधिपः सर्वभूतेषु गूढः।,यस्मिन् युक्ता ब्रह्मर्षयो देवताश्च,     तमेवं ज्ञात्वा मृत्युपाशांश्छिनत्ति।।4.1.15।।",।।4.1.15।।
Svetashvatra Upanishad,"घृतात् परं मण्डमिवातिसूक्ष्मं ज्ञात्वा शिवं सर्वभूतेषु गूढ़म्।,विश्वस्यैकं परिवेष्टितारं ज्ञात्वा देवं मुच्यते सर्वपाशैः।।4.1.16।।",।।4.1.16।।
Svetashvatra Upanishad,"एष देवो विश्वकर्मा महात्मा सदा जनानां हृदये सन्निविष्टः।,हृदा मनीषा मनसाऽभिक्लृप्तो य एतद् विदुरमृतास्ते भवन्ति।।4.1.17।।",।।4.1.17।।
Svetashvatra Upanishad,"यदाऽतमस्तन्न दिवा न रात्रिः न सन्नचासच्छिव एव केवलः।,तदक्षरं तत् सवितुर्वरेण्यं प्रज्ञा च तस्मात् प्रसृता पुराणी।।4.1.18।।",।।4.1.18।।
Svetashvatra Upanishad,"नैनमूर्ध्वं न तिर्यञ्चं न मध्ये परिजग्रभत्।,न तस्य प्रतिमा अस्ति यस्य नाम महद् यशः।।4.1.19।।",।।4.1.19।।
Svetashvatra Upanishad,"न संदृशे तिष्ठति रूपमस्य न चक्षुषा पश्यति कश्चनैनम्।,हृदा हृदिस्थं मनसा य एनमेवं विदुरमृतास्ते भवन्ति।।4.1.20।।",।।4.1.20।।
Svetashvatra Upanishad,"अजात इत्येवं कश्चिद्भीरुः प्रपद्यते।,रुद्र यत्ते दक्षिणं मुखं तेन मां पाहि नित्यम्।।4.1.21।।",।।4.1.21।।
Svetashvatra Upanishad,मा नस्तोके तनये मा न आयुषि मा नो गोषु मा नो अश्वेषु रीरिषः।  वीरान्मा नो रुद्र भामितोऽवधीर्हविष्मन्तः सदमित्त्वा हवामहे।।4.1.22।।,।।4.1.22।।
Svetashvatra Upanishad,"द्वे अक्षर ब्रह्मपरे त्वनन्ते विद्याविद्ये निहिते यत्र गूढे।,क्षरं त्वविद्या ह्यमृतं तु विद्या विद्याविद्ये ईशते यस्तु सोऽन्यः।।5.1.1।।",।।5.1.1।।
Svetashvatra Upanishad,"यो योनिं योनिमधितिष्ठत्येको विश्वानि रूपाणि योनीश्च सर्वाः।,ऋषिं प्रसूतं कपिलं यस्तमग्रे ज्ञानैर्बिभर्ति जायमानं च पश्येत्।।5.1.2।।",।।5.1.2।।
Svetashvatra Upanishad,"एकैकं जालं बहुधा विकुर्वन्नस्मिन् क्षेत्रे संहरत्येष देवः।,भूयः सृष्ट्वा पतयस्तथेशः सर्वाधिपत्यं कुरुते महात्मा।।5.1.3।।",।।5.1.3।।
Svetashvatra Upanishad,"सर्वा दिश ऊर्ध्वमधश्च तिर्यक् प्रकाशयन् भ्राजते यद्वनड्वान्।,एवं स देवो भगवान् वरेण्यो योनिस्वभावानधितिष्ठत्येकः।।5.1.4।।",।।5.1.4।।
Svetashvatra Upanishad,"यच्च स्वभावं पचति विश्वयोनिः पाच्यांश्च सर्वान् परिणामयेद् यः।,सर्वमेतद् विश्वमधितिष्ठत्येको गुणांश्च सर्वान् विनियोजयेद् यः।।5.1.5।।",।।5.1.5।।
Svetashvatra Upanishad,"तद् वेदगुह्योपनिषत्सु गूढं तद् ब्रह्मा वेदते ब्रह्मयोनिम्।,ये पूर्वं देवा ऋषयश्च तद् विदुस्ते तन्मया अमृता वै बभूवुः।।5.1.6।।",।।5.1.6।।
Svetashvatra Upanishad,"गुणान्वयोः यः फलकर्मकर्ता कृतस्य तस्यैव स चोपभोक्ता।,स विश्वरूपस्त्रिगुणस्त्रिवर्त्मा प्राणाधिपः संचरति स्वकर्मभिः।।5.1.7।।",।।5.1.7।।
Svetashvatra Upanishad,"अङ्गुष्ठमात्रो रवितुल्यरूपः संकल्पाहंकारसमन्वितो यः।,बुद्धेर्गुणेनात्मगुणेन चैव आराग्रमात्रो ह्यपरोऽपि दृष्टः।।5.1.8।।",।।5.1.8।।
Svetashvatra Upanishad,"बालाग्रशतभागस्य शतधा कल्पितस्य च।,भागो जीवः स विज्ञेयः स चानन्त्याय कल्पते।।5.1.9।।",।।5.1.9।।
Svetashvatra Upanishad,"नैव स्त्री न पुमानेष न चैवायं नपुंसकः।,यद्यच्छरीरमादत्ते तेन तेन स युज्यते।।5.1.10।।",।।5.1.10।।
Svetashvatra Upanishad,"सङ्कल्पनस्पर्शनदृष्टिमोहैर्ग्रासाम्बुवृष्ट्या चात्मविवृद्धिजन्म।,कर्मानुगान्यनुक्रमेण देही स्थानेषु रूपाण्यभिसम्प्रपद्यते।।5.1.11।।",।।5.1.11।।
Svetashvatra Upanishad,"स्थूलानि सूक्ष्माणि बहूनि चैव रूपाणि देही स्वगुणैर्वृणोति।,क्रियागुणैरात्मगुणैश्च तेषां संयोगहेतुरपरोऽपि दृष्टः।।5.1.12।।",।।5.1.12।।
Svetashvatra Upanishad,"अनाद्यनन्तं कलिलस्य मध्ये विश्वस्य स्रष्टारमनेकरूपम्।,विश्वस्यैकं परिवेष्टितारं ज्ञात्वा देवं मुच्यते सर्वपाशैः।।5.1.13।।",।।5.1.13।।
Svetashvatra Upanishad,"भावग्राह्यमनीडाख्यं भावाभावकरं शिवम्।,कलासर्गकरं देवं ये विदुस्ते जहुस्तनुम्।।5.1.14।।",।।5.1.14।।
Svetashvatra Upanishad,"स्वभावमेके कवयो वदन्ति कालं तथान्ये परिमुह्यमानाः।,देवस्यैष महिमा तु लोके येनेदं भ्राम्यते ब्रह्मचक्रम्।।6.1.1।।",।।6.1.1।।
Svetashvatra Upanishad,"येनावृतं नित्यमिदं हि सर्वं ज्ञः कालकालो गुणी सर्वविद्यः।,तेनेशितं कर्म विवर्तते ह पृथिव्यप्तेजोऽनिलखानि चिन्त्यम्।।6.1.2।।",।।6.1.2।।
Svetashvatra Upanishad,"तत्कर्म कृत्वा विनिवर्त्य भूयस्तत्त्वस्य तत्त्वेन समेत्य योगम्।,एकेन द्वाभ्यां त्रिभिरष्टभिर्वा कालेन चैवात्मगुणैश्च सूक्ष्मैः।।6.1.3।।",।।6.1.3।।
Svetashvatra Upanishad,"आरभ्य कर्माणि गुणान्वितानि भावांश्च सर्वान् विनियोजयेद् यः।,तेषामभावे कृतकर्मनाशः कर्मक्षये याति स तत्त्वतोऽन्यः।।6.1.4।।",।।6.1.4।।
Svetashvatra Upanishad,"आदिः स संयोगनिमित्तहेतुः परस्त्रिकालादकलोऽपि दृष्टः।,तं विश्वरूपं भवभूतमीड्यं देवं स्वचित्तस्थमुपास्य पूर्वम्।।6.1.5।।",।।6.1.5।।
Svetashvatra Upanishad,"स वृक्षकालाकृतिभिः परोऽन्यो यस्मात् प्रपञ्चः परिवर्ततेऽयम्।,धर्मावहं पापनुदं भगेशं ज्ञात्वाऽत्मस्थममृतं विश्वधाम।।6.1.6।।",।।6.1.6।।
Svetashvatra Upanishad,"तमीश्वराणां परमं महेश्वरं तं देवतानां परमं च दैवतम्।,पतिं पतीनां परमं परस्ताद् विदाम देवं भुवनेशमीड्यम्।।6.1.7।।",।।6.1.7।।
Svetashvatra Upanishad,"न तस्य कार्यं करणं च विद्यते न तत्समश्चाभ्यधिकश्च दृश्यते।,परास्य शक्तिर्विविधैव श्रूयते स्वाभाविकी ज्ञानबलक्रिया च।।6.1.8।।",।।6.1.8।।
Svetashvatra Upanishad,"न तस्य कश्चित् पतिरस्ति लोके न चेशिता नैव च तस्य लिङ्गम्।,स कारणं करणाधिपाधिपो न चास्य कश्चिज्जनिता न चाधिपः।।6.1.9।।",।।6.1.9।।
Svetashvatra Upanishad,"यस्तूर्णनाभ इव तन्तुभिः प्रधानजैः स्वभावतः।,देव एकः स्वमावृणोति स नो दधातु ब्रह्माप्ययम्।।6.1.10।।",।।6.1.10।।
Svetashvatra Upanishad,"एको देवः सर्वभूतेषु गूढः सर्वव्यापी सर्वभूतान्तरात्मा।,कर्माध्यक्षः सर्वभूताधिवासः साक्षी चेता केवलो निर्गुणश्च।।6.1.11।।",।।6.1.11।।
Svetashvatra Upanishad,"एको वशी निष्क्रियाणां बहूनामेकं बीजं बहुधा यः करोति।,तमात्मस्थं येऽनुपश्यन्ति धीरास्तेषां सुखं शाश्वतं नेतरेषाम्।।6.1.12।।",।।6.1.12।।
Svetashvatra Upanishad,"नित्यो नित्यानां चेतनश्चेतनानामेको बहूनां यो विदधाति कामान्।,तत्कारणं सांख्ययोगाधिगम्यं ज्ञात्वा देवं मुच्यते सर्वपाशैः।।6.1.13।।",।।6.1.13।।
Svetashvatra Upanishad,"न तत्र सूर्यो भाति न चन्द्रतारकं,   नेमा विद्युतो भान्ति कुतोऽयमग्निः।,तमेव भान्तमनुभाति सर्वं,   तस्य भासा सर्वमिदं विभाति।।6.1.14।।",।।6.1.14।।
Svetashvatra Upanishad,"एको हंसः भुवनस्यास्य मध्ये स एवाग्निः सलिले संनिविष्टः।,तमेव विदित्वा अतिमृत्युमेति नान्यः पन्था विद्यतेऽयनाय।।6.1.15।।",।।6.1.15।।
Svetashvatra Upanishad,"स विश्वकृद्विश्वविदात्मयोनिर्ज्ञः कालकालो गुणी सर्वविद्यः।,प्रधानक्षेत्रज्ञपतिर्गुणेशः संसारमोक्षस्थितिबन्धहेतुः।।6.1.16।।",।।6.1.16।।
Svetashvatra Upanishad,"स तन्मयो ह्यमृत ईशसंस्थो ज्ञः सर्वगो भुवनस्यास्य गोप्ता।,य ईशे अस्य जगतो नित्यमेव नान्यो हेतुर्विद्यत ईशनाय।।6.1.17।।",।।6.1.17।।
Svetashvatra Upanishad,"यो ब्रह्माणं विदधाति पूर्वं यो वै वेदांश्च प्रहिणोति तस्मै।,त्ँह6.1.18 6.1.18देवमात्मबुद्धिप्रकाशं मुमुक्षुर्वै शरणमहं प्रपद्ये।।6.1.18।।",।।6.1.18।।
Svetashvatra Upanishad,"निष्कलं निष्क्रियं शान्तं निरवद्यं निरञ्जनम्।,अमृतस्य परं सेतुं दग्धेन्धनमिवानलम्।।6.1.19।।",।।6.1.19।।
Svetashvatra Upanishad,"यदा चर्मवदाकाशं वेष्टयिष्यन्ति मानवाः।,तदा देवमविज्ञाय दुःखस्यान्तो भविष्यति।।6.1.20।।",।।6.1.20।।
Svetashvatra Upanishad,"तपःप्रभावाद् देवप्रसादाच्च ब्रह्म ह श्वेताश्वतरोऽथ विद्वान्।,अत्याश्रमिभ्यः परमं पवित्रं प्रोवाच सम्यगृषिसघजुष्टम्।।6.1.21।।",।।6.1.21।।
Svetashvatra Upanishad,"वेदान्ते परमं गुह्यं पुराकल्पे प्रचोदितम्।,नाप्रशान्ताय दातव्यं नापुत्रायाशिष्याय वा पुनः।।6.1.22।। ",।।6.1.22।।
Svetashvatra Upanishad,"यस्य देवे पराभक्तिः यथा देवे तथा गुरौ।,तस्यैते कथिता ह्यर्थाः प्रकाशन्ते महात्मनः।,प्रकाशन्ते महात्मन इति।।6.1.23।।",।।6.1.23।।
Svetashvatra Upanishad,"हरि । ब्रह्मवादिनो वदन्ति। ,  किं कारणं ब्रह्म कुतः स्म जाता ,    जीवाम केन क्व संप्रतिष्ठः।,      अधिष्ठिताः केन सुखेतरेषु ,         वर्तामहे ब्रह्मविदो व्यवस्थाम्।।1.1.1।।",।।1.1.1।।
