title,mantra,number
AVADHUTA GITA,"न जातोऽहं मृतो वापि न मे कर्म शुभाशुभम्।,विशुद्धं निर्गुणं ब्रह्म बन्धो मुक्तिः कथं मम।।59।।",।।59।।
AVADHUTA GITA,"यदि सर्वगतो देवः स्थिरः पूर्णो निरन्तरः।,अन्तरं हि न पश्यामि स वाह्मयाभ्यन्तरः कथम्।।60।।",।।60।।
AVADHUTA GITA,"स्फुरत्येव जगत्कृत्स्नमखण्डितनिरन्तरम्।,अहो मायामहामोहो द्वैताद्वैतविकल्पना।।61।।",।।61।।
AVADHUTA GITA,"साकारं च निराकारं नेति नेतीति सर्वदा।,भेदाभेदविनिर्मुक्तो वर्तते केवलः शिवः।।62।।",।।62।।
AVADHUTA GITA,"न ते च माता च पिता च बन्धुः,	न ते च पत्नी न सुतश्च मित्रम्।,न पक्षपातो न विपक्षपातः,	कथं हि संतप्तिरियं हि चित्ते।।63।।",।।63।।
AVADHUTA GITA,"दिवा नक्तं न ते चित्तं उदयास्तमयौ न हि।,विदेहस्य शरीरत्वं कल्पयन्ति कथं बुधाः।।64।।",।।64।।
AVADHUTA GITA,"नाविभक्तं विभक्तं च न हि दुःखसुखादि च।,न हि सर्वमसर्वं च विद्धि चात्मानमव्ययम्।।65।।",।।65।।
AVADHUTA GITA,"नाहं कर्ता न भोक्ता च न मे कर्म पुराऽधुना।,न मे देहो विदेहो वा निर्ममेति ममेति किम्।।66।।",।।66।।
AVADHUTA GITA,"न मे रागादिको दोषी दुःखं देहादिकं न मे।,आत्मानं विद्धि मामेकं विशालं गगनोपमम्।।67।।",।।67।।
AVADHUTA GITA,"सखे मनः किं बहुजल्पितेन,	सखे मनः सर्वमिदं वितर्क्यम्।,यत्सारभूतं कथितं मया ते,	त्वमेव तत्त्वं गगनोपमोऽसि।।68।।",।।68।।
AVADHUTA GITA,"येन केनापि भावेन यत्र कुत्र मृता अपि।,योगिनस्तत्र लीयन्ते घटाकाशमिवांबरे।।69।।",।।69।।
AVADHUTA GITA,"तीर्थे चान्त्यजगेहे वा नष्टस्मृतिरपि त्यजन्।,समकाले तनुं मुक्तः कैवल्यव्यापको भवेत्।।70।।",।।70।।
AVADHUTA GITA,"धर्मार्थकाममोक्षांश्च द्विपदादिचराचरम्।,मन्यन्ते योगिनः सर्वं मरीचिजलसन्निभम्।।71।।",।।71।।
AVADHUTA GITA,"अतीतानागतं कर्म वर्तमानं तथैव च।,न करोमि न भुञ्जामि इति मे निश्चला मतिः।।72।।",।।72।।
AVADHUTA GITA,"शून्यागारे समरसपूत,	स्तिष्ठन्नेकः सुखमवधूतः।,चरति हि नग्नस्त्यक्त्वा गर्वं,	विन्दति केवलमात्मनि सर्वम्।।73।।",।।73।।
AVADHUTA GITA,"त्रितयतुरीयं नहि नहि यत्र,	विन्दति केवलमात्मनि तत्र।,धर्माधर्मौ नहि नहि यत्र,	बद्धो मुक्तः कथमिह तत्र।।74।।",।।74।।
AVADHUTA GITA,"विन्दति विन्दति नहि नहि मन्त्रं,	छन्दोलक्षणं नहि नहि तन्त्रम्।,समरसमग्नो भावितपूतः,	प्रलपितमेतत्परमवधूतः।।75।।",।।75।।
AVADHUTA GITA,"सर्वशून्यमशून्यं च सत्यासत्यं न विद्यते।,स्वभावभावतः प्रोक्तं शास्त्रसंवित्तिपूर्वकम्।।76।।                  ,                ",।।76।।
AVADHUTA GITA,"अवधूत उवाच,बालस्य वा विषयभोगरतस्य वापि,	मूर्खस्य सेवकजनस्य गृहस्थितस्य।,एतद्गुरोः किमपि नैव न चिन्तनीयं,	रत्नं कथं त्यजति कोऽप्यशुचौ प्रविष्टम्।।1।।",।।1।।
AVADHUTA GITA,"नैवात्र काव्यगुण एव तु चिन्तनीयो,	ग्राह्यः परं गुणवता खलु सार एव।,सिन्दूरचित्ररहिता भुवि रूपशून्या,	पारं न किं नयति नौरिह गन्तुकामान्।।2।।",।।2।।
AVADHUTA GITA,"प्रयत्नेन विना येन निश्चलेन चलाचलम्।,ग्रस्तं स्वभावतः शान्तं चैतन्यं गगनोपमम्।।3।।",।।3।।
AVADHUTA GITA,"अयत्नाच्चालयेद्यस्तु एकमेव चराचरम्।,सर्वगं तत्कथं भिन्नमद्वैतं वर्तते मम।।4।।",।।4।।
AVADHUTA GITA,"अहमेव परं यस्मात्सारासारतरं शिवम्।,गमागमविनिर्मुक्तं निर्विकल्पं निराकुलम्।।5।।",।।5।।
AVADHUTA GITA,"सर्वावयवनिर्मुक्तं तथाहं त्रिदशार्चितम्।,सम्पूर्णत्वान्न गृह्णामि विभागं त्रिदशादिकम्।।6।।",।।6।।
AVADHUTA GITA,"प्रमादेन न सन्देहः किं करिष्यामि वृत्तिमान्।,उत्पद्यन्ते विलीयन्ते बुद्बुदाश्च यथा जले।।7।।",।।7।।
AVADHUTA GITA,"महदादीनि भूतानि समाप्यैवं सदैव हि।,मृदुद्रव्येषु तीक्ष्णेषु गुडेषु कटुकेषु च।।8।।",।।8।।
AVADHUTA GITA,"कटुत्वं चैव शैत्यत्वं मृदुत्वं च यथा जले।,प्रकृतिः पुरुषस्तद्वदभिन्नं प्रतिभाति मे।।9।।",।।9।।
AVADHUTA GITA,"सर्वाख्यारहितं यद्यत्सूक्ष्मात्सूक्ष्मतरं परम्।,मनोबुद्धीन्द्रियातीतमकलङ्कं जगत्पतिम्।।10।।",।।10।।
AVADHUTA GITA,"ईदृशं सहजं यत्र अहं तत्र कथं भवेत्।,त्वमेव हि कथं तत्र कथं तत्र चराचरम्।।11।।",।।11।।
AVADHUTA GITA,"गगनोपमं तु यत्प्रोक्तं तदेव गगनोपमम्।,चैतन्यं दोषहीनं च सर्वज्ञं पूर्णमेव च।।12।।",।।12।।
AVADHUTA GITA,"पृथिव्यां चरितं नैव मारुतेन च वाहितम्।,वारिणा पिहितं नैव तेजोमध्ये व्यवस्थितम्।।13।।",।।13।।
AVADHUTA GITA,"आकाशं तेन संव्याप्तं न तद्व्याप्तं च केनचित्।,स बाह्याभ्यन्तरं तिष्ठत्यवच्छिन्नं निरन्तरम्।।14।।",।।14।।
AVADHUTA GITA,"सूक्ष्मत्वात्तददृश्यत्वान्निर्गुणत्वाच्च योगिभिः।,आलम्बनादि यत्प्रोक्तं क्रमादालम्बनं भवेत्।।15।।",।।15।।
AVADHUTA GITA,"सतताऽभ्यासयुक्तस्तु निरालम्बो यदा भवेत्।,तल्लयाल्लीयते नान्तर्गुणदोषविवर्जितः।।16।।",।।16।।
AVADHUTA GITA,"विषविश्वस्य रौद्रस्य मोहमूर्च्छाप्रदस्य च।,एकमेव विनाशाय ह्यमोघं  सहजामृतम्।।17।।",।।17।।
AVADHUTA GITA,"भावगम्यं निराकारं साकारं दृष्टिगोचरम्।,भावाभावविनिर्मुक्तमन्तरालं तदुच्यते।।18।।",।।18।।
AVADHUTA GITA,"बाह्यभावं भवेद्विश्वमन्तः प्रकृचिरुच्यते।,अन्तरादन्तरं ज्ञेयं नारिकेलफलाम्बुवत्।।19।।",।।19।।
AVADHUTA GITA,"भ्रान्तिज्ञानं स्थितं बाह्यं सम्यग्ज्ञानं च मध्यगम्।,मध्यान्मध्यतरं ज्ञेयं नारिकेलफलाम्बुवत्।।20।।",।।20।।
AVADHUTA GITA,"पौर्णमास्यां यथा चन्द्र एक एवातिनिर्मलः।,तेन तत्सदृशं पश्येद्द्विधादृष्टिर्विपर्ययः।।21।।",।।21।।
AVADHUTA GITA,"अनेनैव प्रकारेण बुद्धिभेदो न सर्वगः।,दाता च धीरतामेति गीयते नामकोटिभिः।।22।।",।।22।।
AVADHUTA GITA,"गुरुप्रज्ञाप्रसादेन मूर्खो वा यदि पण्डितः।,यस्तु संबुध्यते तत्त्वं विरक्तो भवसागरात्।।23।।",।।23।।
AVADHUTA GITA,"रागद्वेषविनिर्मुक्तः सर्वभूतहिते रतः।,दृढबोधश्च धीरश्च स गच्छेत्परमं पदम्।।24।।",।।24।।
AVADHUTA GITA,"घटे भिन्ने घटाकाश आकाशे लीयते यथा।,देहाभावे तथा योगी स्वरूपे परमात्मनि।।25।।",।।25।।
AVADHUTA GITA,"उक्तेयं कर्मयुक्तानां मतिर्यान्तेऽपि सा गतिः।,न चोक्ता योगयुक्तानां मतिर्यान्तेऽपि सा गतिः।।26।।",।।26।।
AVADHUTA GITA,"					,या गतिः कर्मयुक्तानां सा च वागिन्द्रियाद्वदेत्।,योगिनां या गतिः क्वापि ह्यकथ्या भवतोर्जिता।।27।।",।।27।।
AVADHUTA GITA,"एवं ज्ञात्वा त्वमुं मार्गं योगिनां नैव कल्पितम्।,विकल्पवर्जनं तेषां स्वयं सिद्धिः प्रवर्तते।।28।।",।।28।।
AVADHUTA GITA,"तीर्थे वान्त्यजगेहे वा यत्र कुत्र मृतोऽपि वा।,न योगी पश्यते गर्भं परे ब्रह्मणि लीयते।।29।।",।।29।।
AVADHUTA GITA,"सहजमजमचिन्त्यं यस्तु पश्येत्स्वरूपं,	घटति यदि यथेष्टं लिप्यते नैव दोषैः।,सकृदपि तदभावात्कर्म किञ्चिन्नकुर्यात्,	तदपि न च विबद्धः संयमी वा तपस्वी।।30।।",।।30।।
AVADHUTA GITA,"निरामयं निष्प्रतिमं निराकृतिं,	निराश्रयं निर्वपुषं निराशिषम्।,निर्द्वन्द्वनिर्मोहमलुप्तशक्ितकं,	तमीशमात्मानमुपैति शाश्वतम्।।31।।",।।31।।
AVADHUTA GITA,"वेदो न दीक्षा न च मुण्डनक्रिया,	गुरुर्न शिष्यो न च यन्त्रसम्पदः।,मुद्रादिकं चापि न यत्र भासते,	तमीशमात्मानमुपैति शाश्वतम्।।32।।",।।32।।
AVADHUTA GITA,"न शाम्भवं शाक्ितकमानवं न वा,	पिण्डं च रूपं च पदादिकं न वा।,आरम्भनिष्पत्तिघटादिकं च नो,	तमीशमात्मानमुपैति शाश्वतम्।।33।।",।।33।।
AVADHUTA GITA,"यस्य स्वरूपात्सचराचरं जगद्,	उत्पद्यते तिष्ठति लीयतेऽपि वा।,पयोविकारादिव फेनबुद्बुदा,	स्तमीशमात्मानमुपैति शाश्वतम्।।34।।",।।34।।
AVADHUTA GITA,"नासानिरोधो न च दृष्टिरासनं ,	बोधोऽप्यबोधोऽपि न यत्र भासते।,नाडीप्रचारोऽपि न यत्र किञ्चित्,	तमीशमात्मानमुपैति शाश्वतम्।।35।।",।।35।।
AVADHUTA GITA,"नानात्वमेकत्वमुभत्वमन्यता,	अणुत्वदीर्घत्वमहत्त्वशून्यता।,मानत्वमेयत्वसमत्ववर्जितं,	तमीशमात्मानमुपैति शाश्वतम्।।36।।",।।36।।
AVADHUTA GITA,"सुसंयमी वा यदि वा न संयमी,	सुसंग्रही वा यदि वा न संग्रही।,निष्कर्मको वा यदि वा सकर्मक,	स्तमीशमात्मानमुपैति शाश्तम्।।37।।",।।37।।
AVADHUTA GITA,"मनो न बुद्धिर्न शरीरमिन्द्रियं ,	तन्मात्रभूतानि न भूतपञ्चकम्।,अहंकृतिश्चापि वियत्स्वरूपकं,	तमीशमात्मानमुपैति शाश्वतम्।38।।",
AVADHUTA GITA,"विधौ निरोधे परमात्मतां गते,	न योगिनश्चेतसि भेदवर्जिते।,शौचं न वाशौचमलिङ्गभावना,	सर्वं विधेयं यदि वा निषिध्यते।।39।।",।।39।।
AVADHUTA GITA,"मनो वचो यत्र न शक्तमीरितुं,	नूनं कथं तत्र गुरूपदेशता।,इमां कथामुक्तवतो गुरोस्तद्,	युक्तस्य तत्त्वं हि समं प्रकाशते।।40।।                  ,                ",।।40।।
AVADHUTA GITA,"अवधूत उवाच,गुणविगुणविभागो वर्तते नैव किञ्चित्,	रतिविरतिविहीनं निर्मलं निष्प्रपञ्चम्।,गुणाविगुणविहीनं व्यापकं विश्वरूपं,	कथमहमिह वन्दे व्योमरूपं शिवं वै।।1।।",।।1।।
AVADHUTA GITA,"श्वेतादिवर्णरहितो नियतं शिवश्च,	कार्यं हि कारणमिदं हि परं शिवश्च।,एवं विकल्परहितोऽहमलं शिवश्च,	स्वात्मानमात्मनि सुमित्र कथं नमामि।।2।।",।।2।।
AVADHUTA GITA,"निर्मूलमूलरहितो हि सदोदितोऽहं,	निर्धूमधूमरहितो हि सदोदितोऽहम्।,निर्दीपदीपरहितो हि सदोदितोऽहं,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।3।।",।।3।।
AVADHUTA GITA,"निष्कामकाममिह नाम कथं वदामि,	निःसङ्गसङ्गमिह नाम कथं वदामि।,निःसारसाररहितं च कथं वदामि,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।4।।",।।4।।
AVADHUTA GITA,"अद्वैतरूपमखिलं हि कथं वदामि,	द्वैतस्वरूपमखिलं हि कथं वदामि।,नित्यं त्वनित्यमखिलं हि कथं वदामि,	ज्ञानमृतं समरसं गगनोपमोऽहम्।।5।।",।।5।।
AVADHUTA GITA,"स्थूलं हि नो नहि कृशं न गतागतं हि,	आद्यन्तमध्यरहितं न परापरं हि।,सत्यं वदामि खलु वै परमार्थतत्त्वं,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।6।।",।।6।।
AVADHUTA GITA,"संविद्धि सर्वकरणानि नभोनिभानि,	संविद्धि सर्वविषयांश्च नभोनिभांश्च।,संविद्धि चैकममलं न हि बन्धमुक्तं,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।7।।",।।7।।
AVADHUTA GITA,"दुर्बोधबोधगहनो न भवामि तात,	दुर्लक्ष्यलक्ष्यगहनो न भवामि तात।,आसन्नरूपगहनो न भवामि तात,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।8।।",।।8।।
AVADHUTA GITA,"निष्कर्मकर्मदहनो ज्वलनो भवामि,	निर्दुःखदुःखदहनो ज्वलनो भवामि।,निर्देहदेहदहनो ज्वलनो भवामि,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।9।।",।।9।।
AVADHUTA GITA,"निष्पापपापदहनो हि हुताशनोऽहं,	निर्धर्मधर्मदहनो हि हुताशनोऽहम्।,निर्बन्धबन्धदहनो हि हुताशनोऽहं,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।10।।",।।10।।
AVADHUTA GITA,"निर्भावभावरहितो न भवामि वत्स,	निर्योगयोगरहितो न भवामि वत्स।,निश्चित्तचित्तरहितो न भवामि वत्स,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।11।।",।।11।।
AVADHUTA GITA,"निर्मोहमोहपदवीति न मे विकल्पो,	निःशोकशोकपदवीति न मे विकल्पः।,निर्लोभलोभपदवीति न मे विकल्पो,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।12।।",।।12।।
AVADHUTA GITA,"संसारसन्तिलता न च मे कदाचित्,	सन्तोषसन्ततिसुखो न च मे कदाचित्।,अज्ञानबन्धनमिदं न च मे कदाचित्,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।13।।",।।13।।
AVADHUTA GITA,"संसारसन्ततिरजो न च मे विकारः,	सन्तापसन्ततितमो न च मे विकारः।,सत्त्वं स्वधर्मजनकं न च मे विकारो,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।14।।",।।14।।
AVADHUTA GITA,"सन्तापदुःखजनको न विधिः कदाचित्,	सन्तापयोगजनितं न कदाचित् मनः।,यस्मादहङ्कृतिरियं न च मे कदाचित,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।15।।",।।15।।
AVADHUTA GITA,"निष्कम्पकम्पनिधनं न विकल्पकल्पं,	स्वप्नप्रबोधनिधनं न हिताहितं हि।,निःसारसारनिधनं न चराचरं हि,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।16।।",।।16।।
AVADHUTA GITA,"नो वेद्यवेदकमिदं न च हेतुतर्क्यं,	वाचामगोचरमिदं न मनो न बुद्धिः।,एवं कथं हि भवतः कथयामि तत्त्वं,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।17।।",।।17।।
AVADHUTA GITA,"निर्भिन्नभिन्नरहितं परमार्थतत्त्व,	मन्तर्बहिर्न हि कथं परमार्थतत्त्वम्।,प्राक्सम्भवं न च रतं नहि वस्तु किञ्चित् ,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।18।।",।।18।।
AVADHUTA GITA,"रागादिदोषरहितं त्वहमेव तत्त्वं,	दैवादिदोषरहितं त्वहमेव तत्त्वं।,संसारशोकरहितं त्वहमेव तत्त्वं,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।19।।",।।19।।
AVADHUTA GITA,"स्थानत्रयं यदि च नेति कथं तुरीयं,	कालत्रयं यदि च नेति कथं दिशश्च।,शान्तं पदं हि परमं परमार्थतत्त्वं,	ज्ञानामृतं समरसं गगनोपमोऽहम्।।20।।",।।20।।
